"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 23, 2021","0.1616","0.1763","0.1763","0.1420","325.12K","-8.37%"
"Apr 22, 2021","0.1763","0.2076","0.2076","0.1705","205.19K","-15.05%"
"Apr 21, 2021","0.2076","0.2172","0.2197","0.2047","121.80K","-4.44%"
"Apr 20, 2021","0.2172","0.2016","0.2262","0.1812","221.71K","7.74%"
"Apr 19, 2021","0.2016","0.2106","0.2185","0.1933","140.10K","-4.26%"
"Apr 18, 2021","0.2106","0.2352","0.2393","0.1981","186.74K","-10.48%"
"Apr 17, 2021","0.2352","0.2361","0.2532","0.2285","184.39K","-0.37%"
"Apr 16, 2021","0.2361","0.2480","0.2480","0.2257","100.18K","-4.79%"
"Apr 15, 2021","0.2480","0.2416","0.2507","0.2329","215.11K","2.65%"
"Apr 14, 2021","0.2416","0.2591","0.2591","0.2249","165.65K","-6.77%"
"Apr 13, 2021","0.2591","0.2655","0.2698","0.2443","224.33K","-2.39%"
"Apr 12, 2021","0.2655","0.2423","0.2910","0.2324","309.20K","9.57%"
"Apr 11, 2021","0.2423","0.2483","0.2483","0.2206","130.56K","-2.42%"
"Apr 10, 2021","0.2483","0.2426","0.2673","0.2391","241.87K","2.33%"
"Apr 09, 2021","0.2426","0.2262","0.2496","0.2214","183.66K","7.28%"
"Apr 08, 2021","0.2262","0.2045","0.2462","0.1996","318.25K","10.59%"
"Apr 07, 2021","0.2045","0.2353","0.2353","0.1737","595.41K","-13.08%"
"Apr 06, 2021","0.2353","0.2460","0.2713","0.2148","294.09K","-4.37%"
"Apr 05, 2021","0.2460","0.2805","0.2805","0.2434","164.01K","-12.29%"
"Apr 04, 2021","0.2805","0.2632","0.2840","0.2512","128.77K","6.55%"
"Apr 03, 2021","0.2632","0.3065","0.3144","0.2556","251.72K","-14.11%"
"Apr 02, 2021","0.3065","0.3076","0.3077","0.2890","70.08K","-0.37%"
"Apr 01, 2021","0.3076","0.3110","0.3110","0.2742","241.21K","-1.10%"
"Mar 31, 2021","0.3110","0.2972","0.3298","0.2972","192.90K","4.66%"
"Mar 30, 2021","0.2972","0.2732","0.3198","0.2668","270.15K","8.77%"
"Mar 29, 2021","0.2732","0.2651","0.2791","0.2548","176.44K","3.06%"
"Mar 28, 2021","0.2651","0.2542","0.2708","0.2301","131.09K","4.31%"
"Mar 27, 2021","0.2542","0.2349","0.2573","0.2136","151.89K","8.19%"
"Mar 26, 2021","0.2349","0.2230","0.2349","0.2176","139.04K","5.35%"
"Mar 25, 2021","0.2230","0.2139","0.2295","0.2069","221.83K","4.23%"
"Mar 24, 2021","0.2139","0.2320","0.2554","0.2093","225.52K","-7.80%"
"Mar 23, 2021","0.2320","0.2273","0.2359","0.1961","422.47K","2.08%"
"Mar 22, 2021","0.2273","0.2311","0.2685","0.2168","410.49K","-1.62%"
"Mar 21, 2021","0.2311","0.2178","0.2595","0.2076","220.97K","6.09%"
"Mar 20, 2021","0.2178","0.2402","0.2403","0.2133","255.92K","-9.32%"
"Mar 19, 2021","0.2402","0.2391","0.2521","0.2157","174.34K","0.46%"
"Mar 18, 2021","0.2391","0.2467","0.2604","0.2276","265.64K","-3.07%"
"Mar 17, 2021","0.2467","0.2449","0.2524","0.1924","636.91K","0.72%"
"Mar 16, 2021","0.2449","0.2830","0.2830","0.2330","251.85K","-13.45%"
"Mar 15, 2021","0.2830","0.2835","0.2959","0.2525","510.47K","-0.20%"
"Mar 14, 2021","0.2835","0.2902","0.3128","0.2561","494.95K","-2.29%"
"Mar 13, 2021","0.2902","0.2491","0.3275","0.2304","1.24M","16.49%"
"Mar 12, 2021","0.2491","0.1871","0.2616","0.1827","846.83K","33.15%"
"Mar 11, 2021","0.1871","0.1714","0.1936","0.1594","432.86K","9.15%"
"Mar 10, 2021","0.1714","0.1745","0.1787","0.1585","259.16K","-1.76%"
"Mar 09, 2021","0.1745","0.1668","0.1890","0.1622","724.90K","4.58%"
"Mar 08, 2021","0.1668","0.1235","0.1685","0.1235","622.49K","35.31%"
"Mar 07, 2021","0.1233","0.1149","0.1292","0.1129","313.08K","7.33%"
"Mar 06, 2021","0.1149","0.1173","0.1173","0.1038","174.07K","-2.10%"
"Mar 05, 2021","0.1173","0.1174","0.1274","0.1113","312.69K","-0.05%"
"Mar 04, 2021","0.1174","0.1022","0.1286","0.0970","1.25M","14.88%"
"Mar 03, 2021","0.1022","0.0818","0.1034","0.0809","729.35K","24.97%"
"Mar 02, 2021","0.0818","0.0779","0.0825","0.0756","160.51K","4.99%"
"Mar 01, 2021","0.0779","0.0724","0.0861","0.0708","235.11K","7.58%"
"Feb 28, 2021","0.0724","0.0794","0.0802","0.0675","290.33K","-8.87%"
"Feb 27, 2021","0.0794","0.0748","0.0814","0.0748","106.46K","6.23%"
"Feb 26, 2021","0.0748","0.0759","0.0775","0.0705","153.06K","-1.44%"
"Feb 25, 2021","0.0759","0.0794","0.0848","0.0759","230.83K","-4.47%"
"Feb 24, 2021","0.0794","0.0783","0.0860","0.0729","487.41K","1.50%"
"Feb 23, 2021","0.0783","0.1016","0.1028","0.0615","720.30K","-23.00%"
"Feb 22, 2021","0.1016","0.0952","0.1053","0.0754","583.44K","6.99%"
"Feb 21, 2021","0.0950","0.0799","0.1020","0.0795","544.70K","18.88%"
"Feb 20, 2021","0.0799","0.0878","0.0881","0.0747","330.17K","-8.98%"
"Feb 19, 2021","0.0878","0.0822","0.0882","0.0777","576.55K","7.04%"
"Feb 18, 2021","0.0820","0.0748","0.0876","0.0748","631.50K","9.60%"
"Feb 17, 2021","0.0748","0.0719","0.0773","0.0703","210.64K","4.09%"
"Feb 16, 2021","0.0719","0.0742","0.0875","0.0700","820.39K","-2.69%"
"Feb 15, 2021","0.0739","0.0644","0.0739","0.0563","551.70K","14.81%"
"Feb 14, 2021","0.0644","0.0689","0.0690","0.0619","280.56K","-6.64%"
"Feb 13, 2021","0.0689","0.0642","0.0798","0.0601","879.30K","7.38%"
"Feb 12, 2021","0.0642","0.0637","0.0874","0.0584","881.80K","0.72%"
"Feb 11, 2021","0.0637","0.0518","0.0779","0.0514","1.20M","22.95%"
"Feb 10, 2021","0.0518","0.0499","0.0542","0.0491","695.52K","3.82%"
"Feb 09, 2021","0.0499","0.0477","0.0525","0.0471","425.18K","4.68%"
"Feb 08, 2021","0.0477","0.0443","0.0479","0.0441","324.90K","7.76%"
"Feb 07, 2021","0.0443","0.0471","0.0476","0.0438","378.84K","-6.03%"
"Feb 06, 2021","0.0471","0.0465","0.0487","0.0459","309.41K","1.24%"
"Feb 05, 2021","0.0465","0.0434","0.0468","0.0434","275.09K","7.26%"
"Feb 04, 2021","0.0434","0.0443","0.0454","0.0432","96.20K","-2.17%"
"Feb 03, 2021","0.0443","0.0423","0.0460","0.0423","278.00K","4.89%"
"Feb 02, 2021","0.0423","0.0401","0.0430","0.0399","120.51K","5.46%"
"Feb 01, 2021","0.0401","0.0406","0.0406","0.0393","146.15K","-1.40%"
"Jan 31, 2021","0.0406","0.0411","0.0411","0.0398","67.20K","-1.04%"
"Jan 30, 2021","0.0411","0.0419","0.0420","0.0398","68.67K","-1.98%"
"Jan 29, 2021","0.0419","0.0417","0.0430","0.0408","151.57K","0.61%"
"Jan 28, 2021","0.0417","0.0396","0.0419","0.0396","87.60K","5.25%"
"Jan 27, 2021","0.0396","0.0420","0.0420","0.0384","100.42K","-5.80%"
"Jan 26, 2021","0.0420","0.0430","0.0430","0.0384","139.14K","-2.27%"
"Jan 25, 2021","0.0430","0.0433","0.0446","0.0422","133.92K","-0.61%"
"Jan 24, 2021","0.0433","0.0438","0.0438","0.0426","56.84K","-1.17%"
"Jan 23, 2021","0.0438","0.0456","0.0456","0.0426","122.63K","-3.99%"
"Jan 22, 2021","0.0456","0.0400","0.0456","0.0370","279.85K","13.99%"
"Jan 21, 2021","0.0400","0.0437","0.0451","0.0400","210.06K","-8.58%"
"Jan 20, 2021","0.0437","0.0439","0.0439","0.0407","100.72K","-0.43%"
"Jan 19, 2021","0.0439","0.0444","0.0445","0.0438","59.51K","-0.98%"
"Jan 18, 2021","0.0444","0.0437","0.0444","0.0423","76.85K","1.55%"
"Jan 17, 2021","0.0437","0.0430","0.0451","0.0409","111.50K","1.68%"
"Jan 16, 2021","0.0430","0.0408","0.0457","0.0408","310.68K","5.38%"
"Jan 15, 2021","0.0408","0.0397","0.0457","0.0387","327.85K","2.60%"
"Jan 14, 2021","0.0397","0.0393","0.0405","0.0386","88.94K","1.18%"
"Jan 13, 2021","0.0393","0.0370","0.0394","0.0364","185.58K","6.22%"
"Jan 12, 2021","0.0370","0.0367","0.0376","0.0341","56.92K","0.74%"
"Jan 11, 2021","0.0367","0.0399","0.0399","0.0319","301.12K","-7.97%"
"Jan 10, 2021","0.0399","0.0428","0.0430","0.0387","186.70K","-6.84%"
"Jan 09, 2021","0.0428","0.0440","0.0440","0.0402","161.73K","-2.57%"
"Jan 08, 2021","0.0440","0.0387","0.0496","0.0387","585.04K","13.56%"
"Jan 07, 2021","0.0387","0.0372","0.0398","0.0372","242.67K","4.16%"
"Jan 06, 2021","0.0372","0.0367","0.0376","0.0310","113.64K","1.37%"
"Jan 05, 2021","0.0367","0.0356","0.0367","0.0348","5.47K","3.02%"
"Jan 04, 2021","0.0356","0.0365","0.0366","0.0305","86.04K","-2.63%"
"Jan 03, 2021","0.0365","0.0364","0.0369","0.0336","50.58K","0.39%"
"Jan 02, 2021","0.0364","0.0358","0.0395","0.0356","228.64K","1.59%"
"Jan 01, 2021","0.0358","0.0332","0.0365","0.0331","10.88K","7.92%"
"Dec 31, 2020","0.0332","0.0352","0.0364","0.0299","59.83K","-5.62%"
"Dec 30, 2020","0.0352","0.0355","0.0355","0.0348","5.68K","-0.81%"
"Dec 29, 2020","0.0355","0.0372","0.0376","0.0349","85.56K","-4.71%"
"Dec 28, 2020","0.0372","0.0358","0.0379","0.0358","21.23K","4.10%"
"Dec 27, 2020","0.0358","0.0353","0.0365","0.0341","27.52K","1.39%"
"Dec 26, 2020","0.0353","0.0357","0.0366","0.0350","49.36K","-1.30%"
"Dec 25, 2020","0.0357","0.0348","0.0360","0.0345","30.38K","2.71%"
"Dec 24, 2020","0.0348","0.0350","0.0365","0.0326","17.31K","-0.53%"
"Dec 23, 2020","0.0350","0.0395","0.0417","0.0350","6.13K","-11.37%"
"Dec 22, 2020","0.0395","0.0436","0.0450","0.0394","4.21K","-9.49%"
"Dec 21, 2020","0.0436","0.0429","0.0460","0.0427","47.20K","1.58%"
"Dec 20, 2020","0.0429","0.0432","0.0463","0.0418","45.72K","-0.67%"
"Dec 19, 2020","0.0432","0.0411","0.0440","0.0411","49.43K","5.07%"
"Dec 18, 2020","0.0411","0.0399","0.0411","0.0385","42.57K","2.94%"
"Dec 17, 2020","0.0399","0.0396","0.0406","0.0373","25.34K","0.84%"
"Dec 16, 2020","0.0396","0.0391","0.0399","0.0391","22.46K","1.31%"
"Dec 15, 2020","0.0391","0.0395","0.0400","0.0390","28.94K","-1.14%"
"Dec 14, 2020","0.0395","0.0390","0.0405","0.0373","26.84K","1.32%"
"Dec 13, 2020","0.0390","0.0389","0.0410","0.0388","5.62K","0.46%"
"Dec 12, 2020","0.0389","0.0360","0.0389","0.0360","1.95K","8.06%"
"Dec 11, 2020","0.0360","0.0353","0.0365","0.0353","18.90K","1.87%"
"Dec 10, 2020","0.0353","0.0378","0.0389","0.0346","25.88K","-6.65%"
"Dec 09, 2020","0.0378","0.0394","0.0394","0.0369","11.02K","-4.13%"
"Dec 08, 2020","0.0394","0.0390","0.0396","0.0376","20.96K","1.13%"
"Dec 07, 2020","0.0390","0.0397","0.0400","0.0350","18.06K","-1.75%"
"Dec 06, 2020","0.0397","0.0536","0.0542","0.0397","2.99K","-25.97%"
"Dec 05, 2020","0.0536","0.0378","0.0536","0.0378","29.11K","41.97%"
"Dec 04, 2020","0.0378","0.0400","0.0495","0.0378","142.17K","-5.53%"
"Dec 03, 2020","0.0400","0.0436","0.0436","0.0400","61.05K","-8.31%"
"Dec 02, 2020","0.0436","0.0379","0.0436","0.0358","75.97K","14.92%"
"Dec 01, 2020","0.0379","0.0374","0.0383","0.0371","5.74K","1.52%"
"Nov 30, 2020","0.0374","0.0360","0.0375","0.0360","16.40K","3.78%"
"Nov 29, 2020","0.0360","0.0351","0.0398","0.0265","123.96K","2.46%"
"Nov 28, 2020","0.0351","0.0351","0.0356","0.0351","3.99K","0.00%"
"Nov 27, 2020","0.0351","0.0346","0.0368","0.0344","15.20K","1.44%"
"Nov 26, 2020","0.0346","0.0415","0.0423","0.0345","18.37K","-16.63%"
"Nov 25, 2020","0.0415","0.0398","0.0436","0.0398","44.05K","4.44%"
"Nov 24, 2020","0.0398","0.0356","0.0398","0.0355","96.14K","11.84%"
"Nov 23, 2020","0.0356","0.0316","0.0362","0.0316","262.25K","12.50%"
"Nov 22, 2020","0.0316","0.0416","0.0416","0.0308","30.67K","-24.04%"
"Nov 21, 2020","0.0416","0.0342","0.0426","0.0341","65.05K","21.80%"
"Nov 20, 2020","0.0342","0.0310","0.0342","0.0310","156.54K","10.17%"
"Nov 19, 2020","0.0310","0.0346","0.0346","0.0310","87.48K","-10.23%"
"Nov 18, 2020","0.0346","0.0356","0.0361","0.0345","15.79K","-2.88%"
"Nov 17, 2020","0.0356","0.0312","0.0357","0.0312","64.65K","13.86%"
"Nov 16, 2020","0.0312","0.0320","0.0359","0.0312","8.66K","-2.46%"
"Nov 15, 2020","0.0320","0.0389","0.0389","0.0320","17.31K","-17.60%"
"Nov 14, 2020","0.0389","0.0389","0.0389","0.0389","14.11K","0.00%"
"Nov 13, 2020","0.0389","0.0304","0.0389","0.0304","14.18K","27.88%"
"Nov 12, 2020","0.0304","0.0353","0.0354","0.0304","4.17K","-13.82%"
"Nov 11, 2020","0.0353","0.0351","0.0398","0.0351","3.95K","0.53%"
"Nov 10, 2020","0.0351","0.0331","0.0390","0.0331","22.83K","5.96%"
"Nov 09, 2020","0.0331","0.0325","0.0331","0.0322","2.29K","1.82%"
"Nov 08, 2020","0.0325","0.0342","0.0343","0.0325","0.74K","-4.99%"
"Nov 07, 2020","0.0342","0.0342","0.0342","0.0342","0.36K","0.00%"
"Nov 06, 2020","0.0342","0.0302","0.0342","0.0300","7.74K","13.29%"
"Nov 05, 2020","0.0302","0.0303","0.0317","0.0294","4.54K","-0.47%"
"Nov 04, 2020","0.0303","0.0303","0.0303","0.0294","1.72K","0.30%"
"Nov 03, 2020","0.0303","0.0311","0.0315","0.0297","0.22K","-2.59%"
"Nov 02, 2020","0.0311","0.0311","0.0368","0.0290","85.34K","-0.26%"
"Nov 01, 2020","0.0311","0.0316","0.0316","0.0310","1.05K","-1.45%"
"Oct 31, 2020","0.0316","0.0349","0.0370","0.0316","4.65K","-9.48%"
"Oct 30, 2020","0.0349","0.0408","0.0408","0.0349","0.14K","-14.42%"
"Oct 29, 2020","0.0408","0.0355","0.0409","0.0355","0.74K","14.88%"
"Oct 28, 2020","0.0355","0.0366","0.0366","0.0355","4.94K","-3.01%"
"Oct 27, 2020","0.0366","0.0400","0.0400","0.0366","4.86K","-8.45%"
"Oct 26, 2020","0.0400","0.0372","0.0400","0.0372","10.08K","7.39%"
"Oct 25, 2020","0.0372","0.0383","0.0384","0.0372","26.21K","-2.67%"
"Oct 24, 2020","0.0383","0.0370","0.0383","0.0370","6.16K","3.37%"
"Oct 23, 2020","0.0370","0.0376","0.0376","0.0370","9.30K","-1.54%"
"Oct 22, 2020","0.0376","0.0382","0.0421","0.0376","21.87K","-1.64%"
"Oct 21, 2020","0.0382","0.0369","0.0382","0.0369","217.85K","3.63%"
"Oct 20, 2020","0.0369","0.0369","0.0369","0.0369","-","0.00%"
"Oct 19, 2020","0.0369","0.0423","0.0423","0.0369","5.04K","-12.81%"
"Oct 18, 2020","0.0423","0.0381","0.0423","0.0372","9.54K","11.16%"
"Oct 17, 2020","0.0381","0.0377","0.0384","0.0377","0.86K","1.06%"
"Oct 16, 2020","0.0377","0.0381","0.0385","0.0373","9.05K","-1.22%"
"Oct 15, 2020","0.0381","0.0386","0.0397","0.0370","16.02K","-1.31%"
"Oct 14, 2020","0.0386","0.0359","0.0400","0.0359","2.22K","7.53%"
"Oct 13, 2020","0.0359","0.0363","0.0405","0.0359","31.90K","-0.96%"
"Oct 12, 2020","0.0363","0.0385","0.0395","0.0363","52.08K","-5.81%"
"Oct 11, 2020","0.0385","0.0409","0.0409","0.0385","29.60K","-5.85%"
"Oct 10, 2020","0.0409","0.0404","0.0409","0.0402","2.62K","1.15%"
"Oct 09, 2020","0.0404","0.0400","0.0404","0.0400","2.61K","1.07%"
"Oct 08, 2020","0.0400","0.0380","0.0430","0.0380","77.27K","5.28%"
"Oct 07, 2020","0.0380","0.0359","0.0388","0.0359","16.14K","5.81%"
"Oct 06, 2020","0.0359","0.0355","0.0420","0.0355","21.33K","1.10%"
"Oct 05, 2020","0.0355","0.0355","0.0355","0.0355","-","0.00%"
"Oct 04, 2020","0.0355","0.0358","0.0403","0.0354","18.59K","-0.81%"
"Oct 03, 2020","0.0358","0.0369","0.0410","0.0354","6.43K","-2.88%"
"Oct 02, 2020","0.0369","0.0380","0.0398","0.0356","28.13K","-3.00%"
"Oct 01, 2020","0.0380","0.0441","0.0441","0.0380","9.11K","-13.86%"
"Sep 30, 2020","0.0441","0.0429","0.0441","0.0429","3.56K","2.91%"
"Sep 29, 2020","0.0429","0.0373","0.0429","0.0373","4.33K","14.84%"
"Sep 28, 2020","0.0373","0.0373","0.0373","0.0373","0.83K","0.00%"
"Sep 27, 2020","0.0373","0.0380","0.0380","0.0373","0.81K","-1.80%"
"Sep 26, 2020","0.0380","0.0373","0.0380","0.0373","3.63K","1.81%"
"Sep 25, 2020","0.0373","0.0399","0.0399","0.0373","0.82K","-6.52%"
"Sep 24, 2020","0.0399","0.0400","0.0400","0.0350","58.10K","-0.27%"
"Sep 23, 2020","0.0400","0.0410","0.0410","0.0390","26.63K","-2.54%"
"Sep 22, 2020","0.0410","0.0439","0.0439","0.0385","31.41K","-6.59%"
"Sep 21, 2020","0.0439","0.0353","0.0457","0.0341","152.78K","24.34%"
"Sep 20, 2020","0.0353","0.0391","0.0410","0.0353","51.02K","-9.62%"
"Sep 19, 2020","0.0391","0.0377","0.0391","0.0377","12.01K","3.79%"
"Sep 18, 2020","0.0377","0.0439","0.0439","0.0376","15.93K","-14.19%"
"Sep 17, 2020","0.0439","0.0367","0.0493","0.0365","15.89K","19.66%"
"Sep 16, 2020","0.0367","0.0383","0.0383","0.0363","9.82K","-4.29%"
"Sep 15, 2020","0.0383","0.0396","0.0398","0.0381","154.57K","-3.17%"
"Sep 14, 2020","0.0396","0.0416","0.0416","0.0384","129.13K","-4.82%"
"Sep 13, 2020","0.0416","0.0408","0.0416","0.0408","85.65K","1.86%"
"Sep 12, 2020","0.0408","0.0407","0.0452","0.0399","135.71K","0.30%"
"Sep 11, 2020","0.0407","0.0432","0.0432","0.0400","12.40K","-5.67%"
"Sep 10, 2020","0.0432","0.0392","0.0432","0.0392","130.11K","10.16%"
"Sep 09, 2020","0.0392","0.0351","0.0392","0.0306","48.53K","11.76%"
"Sep 08, 2020","0.0351","0.0349","0.0353","0.0349","1.80K","0.45%"
"Sep 07, 2020","0.0349","0.0343","0.0350","0.0342","2.43K","1.86%"
"Sep 06, 2020","0.0343","0.0361","0.0361","0.0341","12.61K","-5.09%"
"Sep 05, 2020","0.0361","0.0380","0.0380","0.0361","249.19K","-5.02%"
"Sep 04, 2020","0.0380","0.0376","0.0419","0.0376","14.56K","1.00%"
"Sep 03, 2020","0.0376","0.0462","0.0475","0.0376","62.52K","-18.63%"
"Sep 02, 2020","0.0462","0.0453","0.0471","0.0453","293.91K","2.03%"
"Sep 01, 2020","0.0453","0.0504","0.0512","0.0452","42.18K","-10.17%"
"Aug 31, 2020","0.0504","0.0511","0.0511","0.0501","12.72K","-1.29%"
"Aug 30, 2020","0.0511","0.0482","0.0545","0.0482","8.23K","6.02%"
"Aug 29, 2020","0.0482","0.0476","0.0482","0.0476","0.50K","1.30%"
"Aug 28, 2020","0.0476","0.0480","0.0480","0.0475","1.15K","-0.90%"
"Aug 27, 2020","0.0480","0.0514","0.0538","0.0480","7.82K","-6.59%"
"Aug 26, 2020","0.0514","0.0517","0.0518","0.0494","0.10K","-0.66%"
"Aug 25, 2020","0.0517","0.0529","0.0537","0.0489","12.84K","-2.11%"
"Aug 24, 2020","0.0529","0.0555","0.0555","0.0529","25.10K","-4.70%"
"Aug 23, 2020","0.0555","0.0512","0.0555","0.0505","13.30K","8.35%"
"Aug 22, 2020","0.0512","0.0508","0.0515","0.0505","52.64K","0.74%"
"Aug 21, 2020","0.0508","0.0510","0.0533","0.0508","17.86K","-0.43%"
"Aug 20, 2020","0.0510","0.0542","0.0544","0.0510","6.01K","-5.79%"
"Aug 19, 2020","0.0542","0.0572","0.0574","0.0520","67.01K","-5.36%"
"Aug 18, 2020","0.0572","0.0555","0.0573","0.0548","49.96K","3.10%"
"Aug 17, 2020","0.0555","0.0530","0.0555","0.0530","56.15K","4.71%"
"Aug 16, 2020","0.0530","0.0539","0.0541","0.0530","20.63K","-1.61%"
"Aug 15, 2020","0.0539","0.0530","0.0560","0.0510","17.33K","1.66%"
"Aug 14, 2020","0.0530","0.0549","0.0549","0.0530","64.22K","-3.45%"
"Aug 13, 2020","0.0549","0.0518","0.0549","0.0502","7.29K","5.90%"
"Aug 12, 2020","0.0518","0.0519","0.0544","0.0506","5.34K","0.00%"
"Aug 11, 2020","0.0519","0.0529","0.0553","0.0514","53.24K","-2.00%"
"Aug 10, 2020","0.0529","0.0520","0.0533","0.0516","27.56K","1.73%"
"Aug 09, 2020","0.0520","0.0504","0.0533","0.0504","22.67K","3.30%"
"Aug 08, 2020","0.0504","0.0482","0.0504","0.0482","14.77K","4.47%"
"Aug 07, 2020","0.0482","0.0492","0.0502","0.0479","30.92K","-2.05%"
"Aug 06, 2020","0.0492","0.0484","0.0513","0.0483","8.25K","1.78%"
"Aug 05, 2020","0.0484","0.0533","0.0539","0.0481","3.06K","-9.27%"
"Aug 04, 2020","0.0533","0.0486","0.0549","0.0481","1.92K","9.63%"
"Aug 03, 2020","0.0486","0.0499","0.0507","0.0486","54.62K","-2.64%"
"Aug 02, 2020","0.0499","0.0507","0.0576","0.0479","52.75K","-1.44%"
"Aug 01, 2020","0.0507","0.0513","0.0600","0.0506","41.43K","-1.34%"
"Jul 31, 2020","0.0513","0.0516","0.0529","0.0508","93.14K","-0.52%"
"Jul 30, 2020","0.0516","0.0529","0.0589","0.0516","4.04K","-2.42%"
"Jul 29, 2020","0.0529","0.0537","0.0618","0.0520","69.34K","-1.49%"
"Jul 28, 2020","0.0537","0.0495","0.0537","0.0487","40.22K","8.56%"
"Jul 27, 2020","0.0495","0.0548","0.0566","0.0486","164.24K","-9.77%"
"Jul 26, 2020","0.0548","0.0544","0.0552","0.0527","44.48K","0.76%"
"Jul 25, 2020","0.0544","0.0487","0.0586","0.0487","78.08K","11.80%"
"Jul 24, 2020","0.0487","0.0540","0.0555","0.0483","49.64K","-9.93%"
"Jul 23, 2020","0.0540","0.0539","0.0549","0.0539","75.56K","0.15%"
"Jul 22, 2020","0.0539","0.0540","0.0543","0.0539","25.76K","0.00%"
"Jul 21, 2020","0.0540","0.0563","0.0563","0.0539","37.09K","-4.20%"
"Jul 20, 2020","0.0563","0.0535","0.0608","0.0535","24.37K","5.31%"
"Jul 19, 2020","0.0535","0.0483","0.0553","0.0483","42.43K","10.69%"
"Jul 18, 2020","0.0483","0.0568","0.0568","0.0483","12.26K","-14.96%"
"Jul 17, 2020","0.0568","0.0576","0.0576","0.0568","0.51K","-1.26%"
"Jul 16, 2020","0.0576","0.0577","0.0577","0.0575","2.18K","-0.17%"
"Jul 15, 2020","0.0577","0.0520","0.0579","0.0518","2.73K","10.79%"
"Jul 14, 2020","0.0520","0.0530","0.0530","0.0511","21.97K","-1.84%"
"Jul 13, 2020","0.0530","0.0575","0.0575","0.0525","0.81K","-7.77%"
